65,0
82,0
92,0
102,0
112,0
122,0
132,0
142,0
152,0
162,0
172,0
182,0
192,0
202,0
212,0
222,0
232,0
242,0
252,0
262,0
272,0
282,0
292,0
302,0
312,0
322,0
332,0
342,0
352,0
362,0
372,0
382,0
392,0
402,0
412,0
422,0
432,0
442,0
452,0
462,0
472,0
482,0
492,0
502,0
512,0
522,0
533,0
543,0
553,0
563,0
573,0
583,0
593,0
603,0
613,0
623,0
633,0
643,0
653,0
663,0
673,0
683,0
693,0
703,0
713,0
723,0
733,0
743,0
753,0
763,0
773,0
783,0
793,0
803,0
813,0
823,0
833,0
843,0
853,0
863,0
874,0
884,0
894,0
904,0
914,0
924,0
934,0
944,0
954,0
964,0
974,0
984,0
994,0
1004,0
1014,0
1024,0
1034,0
1045,0
1055,0
1065,0
1075,0
1085,0
1095,0
1105,0
1115,0
1125,0
1135,0
1145,0
1155,0
1165,0
1175,0
1185,0
1195,0
1205,0
1215,0
1225,0
1235,0
1245,0
1255,0
1265,0
1275,0
1285,0
1295,0
1305,0
1315,0
1325,0
1335,0
1345,0
1355,0
1365,0
1375,0
1386,0
1396,0
1406,0
1416,0
1426,0
1436,0
1446,0
1456,0
1466,0
1476,0
1486,0
1496,0
1506,0
1516,0
1526,0
1536,0
1546,0
1557,0
1567,0
1577,0
1587,0
1597,0
1607,0
1617,0
1627,0
1637,0
1647,0
1657,0
1667,0
1677,0
1687,0
1697,0
1707,0
1717,0
1727,0
1737,0
1747,0
1757,0
1767,0
1777,0
1787,0
1797,0
1807,0
1817,0
1827,0
1837,0
1847,0
1857,0
1867,0
1877,0
1887,0
1898,0
1908,0
1918,0
1928,0
1938,0
1948,0
1958,0
1968,0
1978,0
1988,0
1998,0
2008,0
2018,0
2028,0
2038,0
2048,168
2058,149
2069,50
2079,24
2089,24
2099,22
2109,29
2119,45
2129,54
2139,48
2149,52
2159,54
2169,59
2179,71
2189,77
2199,90
2209,95
2219,101
2229,88
2239,84
2249,100
2259,103
2269,87
2279,76
2289,73
2299,76
2309,97
2319,104
2329,105
2339,108
2349,104
2359,108
2369,107
2379,117
2389,125
2399,129
2410,131
2420,117
2430,120
2440,126
2450,130
2460,128
2470,130
2480,141
2490,142
2500,114
2510,94
2520,92
2530,93
2540,75
2550,53
2560,40
2570,36
2581,51
2591,64
2601,71
2611,69
2621,69
2631,68
2641,66
2651,64
2661,64
2671,63
2681,62
2691,62
2701,61
2711,60
2721,63
2731,69
2741,76
2751,88
2761,103
2771,108
2781,110
2791,92
2801,93
2811,75
2821,77
2831,72
2841,75
2851,72
2861,77
2871,97
2881,102
2891,105
2901,124
2911,134
2922,148
2932,152
2942,165
2952,173
2962,165
2972,150
2982,149
2992,175
3002,180
3012,180
3022,170
3032,187
3042,209
3052,214
3062,237
3072,260
3082,276
3093,309
3103,346
3113,357
3123,368
3133,379
3143,373
3153,356
3163,365
3173,365
