65,0
82,0
92,0
102,0
112,0
122,0
132,0
142,0
152,0
162,0
172,0
182,0
192,0
202,0
212,0
222,0
232,0
242,0
252,0
262,0
272,0
282,0
292,0
302,0
312,0
322,0
332,0
342,0
352,0
362,0
372,0
382,0
392,0
402,0
412,0
422,0
432,0
442,0
452,0
462,0
472,0
482,0
492,0
502,0
512,0
522,0
532,0
542,0
552,0
562,0
572,0
582,0
592,0
602,0
613,0
623,0
633,0
643,0
653,0
663,0
673,0
683,0
693,0
703,0
713,0
723,0
733,0
743,0
753,0
763,0
773,0
784,0
794,0
804,0
814,0
824,0
834,0
844,0
854,0
864,0
874,0
884,0
894,0
904,0
914,0
924,0
934,0
944,0
954,0
964,0
974,0
984,0
994,0
1004,0
1014,0
1024,0
1034,0
1044,0
1054,0
1064,0
1074,0
1084,0
1094,0
1104,3
1114,9
1125,11
1135,18
1145,19
1155,21
1165,17
1175,17
1185,45
1195,40
1205,47
1215,52
1225,54
1235,68
1245,69
1255,67
1265,68
1275,66
1285,71
1296,72
1306,68
1316,71
1326,88
1336,92
1346,93
1356,106
1366,127
1376,157
1386,187
1396,215
1406,221
1416,227
1426,240
1436,249
1446,259
1456,265
1466,271
1476,275
1486,281
1496,286
1506,289
1516,292
1526,296
1536,299
1546,302
1556,308
1566,313
1576,313
1586,311
1596,304
1606,296
1616,280
1626,254
1637,209
1647,189
1657,173
1667,173
1677,172
1687,184
1697,182
1707,186
1717,196
1727,205
1737,217
1747,222
1757,225
1767,226
1777,248
1787,262
1797,271
1808,283
1818,283
1828,289
1838,295
1848,305
1858,316
1868,344
1878,384
1888,470
1898,545
1908,635
1918,692
1928,730
1938,756
1948,781
1958,809
